ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,Status,StartDate,EndDate,Finished,study_number,Critical instructions! Evaluate the economy under 25 hypothetical presidents who are serving in thei...,epc_1949,epc_1953,epc_1957,epc_1961,epc_1965,epc_1969,epc_1973,epc_1977,epc_1981,epc_1985,epc_1989,epc_1993,epc_1997,epc_2001,epc_2005,epc_2009,epc_2013,epc_2017,epc_2021,epc_2025,epc_2029,epc_2033,epc_2037,epc_2041,epc_2045,econ_weight_future-Year 1,econ_weight_future-Year 2,econ_weight_future-Year 3,econ_weight_future-Year 4,attention_2-pink,attention_2-red,attention_2-green,attention_2-white,attention_2-yellow,attention_2-blue,"As you may have heard, Mitt Romney recently chose Paul Ryan as his running mate for the 2012 preside...",How likely are you to votefor the Romney/Ryan ticket in ...,"As you may have heard, Mitt Romney recently chose Paul Ryan (shown below) as his running mate for th...",How likely are you to vote / for the Romney/Ryan ticket in November?,"As you may have heard, Chris Christie was recently chosen as / the keynote speaker for the Republican...",How likely would you have / been to vote for a Romney/Christie ticket in November?,"As you may have heard, Chris Christie (shown below) was recently chosen as the keynote speaker for t...",How likely would you have / been to vote for a Romney/Christie ticket in November?,Thanks again! Any comments? (optional)
R_9RdYn83S73X0ET3,Default Response Set,Anonymous,,,0,8/23/2012 7:39,8/23/2012 7:49,1,1218,1,4,4,3,4,4,2,4,4,4,3,3,3,4,3,3,4,2,4,4,4,4,4,4,4,4,5,60,25,10,,,1,,1,,,,1,1,,,,,
R_b1QmoU6CUz2zkoZ,Default Response Set,Anonymous,,,0,8/23/2012 7:55,8/23/2012 8:05,1,1218,1,3,3,2,4,2,3,3,2,4,2,3,4,2,2,3,3,2,4,3,2,3,3,4,3,3,20,20,30,30,,,1,,1,,,,,,,,1,1,
R_ewYeoqrc5ij5Plr,Default Response Set,Anonymous,,,0,8/23/2012 8:00,8/23/2012 8:06,1,1218,1,4,4,1,2,2,1,2,3,4,1,3,1,1,4,1,4,1,3,3,2,3,2,4,3,3,20,20,30,30,,,1,,1,,,,,,1,1,,,thank you
R_0eziNULoIrUziYJ,Default Response Set,Anonymous,,,0,8/23/2012 8:21,8/23/2012 8:23,1,1218,1,4,4,3,4,3,3,4,4,4,3,4,3,4,3,3,3,3,4,4,3,4,4,4,4,4,25,25,25,25,,,,,,1,,,1,2,,,,,
R_3L9SNxK37vonVRz,Default Response Set,Anonymous,,,0,8/23/2012 8:28,8/23/2012 8:33,1,1218,1,2,3,3,2,3,3,4,1,2,3,4,1,1,2,2,2,2,3,2,1,3,1,4,3,3,25,25,25,25,1,,,,,,,,,,1,1,,,Go Bears! Shout out from IPSR in tolman :) Have fun coding this over in Barrows
R_1YzRsXO3MAq6hq5,Default Response Set,Anonymous,,,0,8/23/2012 8:53,8/23/2012 8:58,1,1218,1,3,4,2,3,4,2,4,3,3,3,2,2,3,2,1,4,1,4,4,2,4,3,4,3,2,20,30,30,20,,,,,,1,1,1,,,,,,,
R_e9gFS0ueuqwMTml,Default Response Set,Anonymous,,,0,8/23/2012 9:14,8/23/2012 9:20,1,1218,1,2,3,1,3,3,2,4,2,3,2,3,2,2,2,2,2,2,4,3,2,3,2,4,4,2,20,25,30,25,,,1,,1,,,,,,,,1,1,
R_1GJL0st1MC2pMOh,Default Response Set,Anonymous,,,0,8/23/2012 9:50,8/23/2012 9:58,1,1218,1,3,3,2,3,3,2,3,2,3,2,2,2,2,1,3,3,1,3,3,3,4,2,4,4,2,25,25,25,25,,,1,,1,,,,1,2,,,,,
R_1C97VXXmdWvvkrP,Default Response Set,Anonymous,,,0,8/23/2012 9:51,8/23/2012 10:00,1,1218,1,2,2,4,1,3,3,1,2,4,3,3,2,1,1,1,2,2,3,2,1,4,1,3,2,1,20,30,30,20,,,1,,1,,,,,,1,1,,,
R_3IvWn1PIkmNKuMd,Default Response Set,Anonymous,,,0,8/23/2012 10:11,8/23/2012 10:16,1,1218,1,2,3,3,1,3,3,2,2,2,3,3,1,3,1,1,3,2,2,2,1,4,2,4,3,3,25,25,25,25,1,,,,,,1,1,,,,,,,
R_25Cv5wW8rGVZdf7,Default Response Set,Anonymous,,,0,8/23/2012 10:19,8/23/2012 10:24,1,1218,1,3,4,2,3,4,3,3,2,4,2,4,2,1,2,2,3,2,4,3,2,4,1,4,4,1,15,25,30,30,,,1,,1,,,,,,,,1,1,
R_0d2iTRITYPCpRel,Default Response Set,Anonymous,,,0,8/23/2012 10:23,8/23/2012 10:30,1,1218,1,3,3,3,2,3,3,2,2,4,3,3,3,2,2,3,2,2,3,3,2,4,2,4,3,3,20,20,25,35,,,1,,1,,,,,,1,1,,,Thank you for the fun opportunity !
R_elbXyRiWt6VLCwl,Default Response Set,Anonymous,,,0,8/23/2012 10:51,8/23/2012 10:56,1,1218,1,2,2,2,2,3,3,3,2,4,2,3,2,3,2,2,2,2,3,1,2,3,2,2,3,3,10,15,50,25,,,,,,1,,,,,1,7,,,
R_bDh88ugDMKOofzL,Default Response Set,Anonymous,,,0,8/23/2012 11:05,8/23/2012 11:09,1,1218,1,3,4,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,2,3,4,3,25,21,26,28,,,1,,1,,1,6,,,,,,,
R_9XOzVl4a9kFlJnn,Default Response Set,Anonymous,,,0,8/23/2012 11:06,8/23/2012 11:10,1,1218,1,4,4,2,3,3,2,4,4,3,2,2,3,3,3,2,3,2,3,3,3,4,3,4,4,2,35,25,20,20,,,1,,1,,,,,,,,1,1,
R_e4o44oMKaWmO2c5,Default Response Set,Anonymous,,,0,8/23/2012 11:05,8/23/2012 11:12,1,1218,1,4,4,3,4,3,2,3,4,4,2,2,3,4,3,3,3,2,4,2,4,4,2,4,4,3,10,20,30,40,,,1,,1,,1,1,,,,,,,Great Survey!
R_0VNdHILAu7vRWC1,Default Response Set,Anonymous,,,0,8/23/2012 11:11,8/23/2012 11:14,1,1218,1,2,4,2,3,2,3,3,3,3,2,3,3,2,2,3,2,2,4,4,3,2,3,4,3,2,10,24,50,16,,,1,,1,,,,,,1,2,,,Thank you and have a great day!
R_cOthTNG6oDYkomh,Default Response Set,Anonymous,,,0,8/23/2012 11:18,8/23/2012 11:24,1,1218,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,25,25,25,25,,,,,,1,1,1,,,,,,,
R_3UHmKNVqiGnLwhL,Default Response Set,Anonymous,,,0,8/23/2012 11:23,8/23/2012 11:28,1,1218,1,3,2,2,2,3,2,1,3,3,2,3,2,2,1,1,2,2,3,3,2,4,2,4,3,2,10,25,25,40,,,1,,1,,,,1,4,,,,,
R_d5rNuELeELgliSN,Default Response Set,Anonymous,,,0,8/23/2012 11:26,8/23/2012 11:34,1,1218,1,3,4,3,3,3,2,3,2,4,2,2,3,2,1,2,4,2,4,3,3,3,1,4,3,2,30,30,20,20,,,,,,1,,,,,1,4,,,
R_8dhXkPluQNPkSYR,Default Response Set,Anonymous,,,0,8/23/2012 11:30,8/23/2012 11:37,1,1218,1,2,3,2,3,4,3,1,3,2,3,2,2,1,3,1,2,3,3,3,2,3,2,3,2,1,10,30,50,10,,,1,,1,,,,,,1,4,,,
R_0iJdP5uwlnXq1jD,Default Response Set,Anonymous,,,0,8/23/2012 11:52,8/23/2012 11:56,1,1218,1,4,4,2,3,3,3,4,4,3,2,2,2,4,3,3,3,2,4,4,3,3,3,3,4,3,40,30,20,10,,,1,,1,,,,,,,,1,1,
R_3JzS18suOSd3L3n,Default Response Set,Anonymous,,,0,8/23/2012 11:55,8/23/2012 11:59,1,1218,1,3,4,3,3,4,3,3,3,4,2,4,2,3,3,2,3,2,4,3,2,4,1,3,3,2,20,25,25,30,,,1,,1,,,,,,1,7,,,
R_e3sSPcWCKoatTZH,Default Response Set,Anonymous,,,0,8/23/2012 12:00,8/23/2012 12:03,1,1218,1,2,3,2,2,3,1,2,2,4,2,2,3,2,2,2,2,2,4,3,3,4,1,3,3,2,10,20,30,40,,,1,,1,,1,3,,,,,,,none
R_41UhxVQzr2ajMWN,Default Response Set,Anonymous,,,0,8/23/2012 12:14,8/23/2012 12:17,1,1218,1,3,3,3,2,3,3,3,2,3,2,3,2,2,2,2,3,2,4,3,2,4,2,4,3,3,10,30,50,10,,,1,,1,,1,7,,,,,,,Interesting study.  Thanks!
R_38kFapiYlD6d0Ut,Default Response Set,Anonymous,,,0,8/23/2012 12:13,8/23/2012 12:23,1,1218,1,2,3,1,4,1,4,3,3,1,1,4,4,2,2,4,1,1,4,4,4,1,4,1,3,1,25,25,25,25,,,1,,1,,,,,,,,1,1,Good questions
R_9N9qWhYjuy1T7IF,Default Response Set,Anonymous,,,0,8/23/2012 12:18,8/23/2012 12:24,1,1218,1,3,4,3,2,3,3,3,2,4,2,3,3,3,2,2,3,2,4,3,2,4,2,4,3,2,10,10,30,50,,,1,,1,,1,7,,,,,,,"I would vote for anyone other than Obama. His ""plan"" for American has failed miserably."
R_ene12X7jrQnuW7H,Default Response Set,Anonymous,,,0,8/23/2012 12:42,8/23/2012 12:49,1,1218,1,4,4,3,3,3,3,3,2,3,2,4,1,3,3,3,4,2,4,3,2,4,1,3,4,3,30,20,10,40,,,1,,1,,,,,,1,1,,,
R_3aPy3vUdVc4aLtj,Default Response Set,Anonymous,,,0,8/23/2012 12:44,8/23/2012 12:49,1,1218,1,2,4,4,1,3,3,3,2,3,3,3,1,2,1,1,2,2,3,2,2,3,2,4,3,2,10,20,30,40,,,1,,1,,,,1,1,,,,,
R_5yH7OYR3YRSpNUV,Default Response Set,Anonymous,,,0,8/23/2012 13:23,8/23/2012 13:38,1,1218,1,1,3,4,1,3,3,1,1,4,2,4,1,2,1,1,1,1,3,2,1,4,1,3,3,1,10,20,30,40,,,1,,1,,,,,,1,6,,,
R_9ulNbUCdQe4b51b,Default Response Set,Anonymous,,,0,8/23/2012 13:36,8/23/2012 13:44,1,1218,1,2,4,2,3,4,4,3,3,4,2,4,1,2,2,2,4,1,4,4,3,4,1,4,3,1,30,25,30,15,,,1,,1,,1,1,,,,,,,
R_8cZdm6sEvAePiSx,Default Response Set,Anonymous,,,0,8/23/2012 13:44,8/23/2012 13:51,1,1218,1,3,4,3,3,3,2,3,3,4,2,4,2,2,2,2,4,3,3,3,3,3,2,4,3,1,12,33,33,22,,,1,,1,,,,,,1,7,,,
R_6WCTVQWuRB23eO9,Default Response Set,Anonymous,,,0,8/23/2012 13:48,8/23/2012 13:52,1,1218,1,2,2,4,2,3,3,2,4,4,3,3,2,3,2,2,2,3,1,3,2,4,1,3,2,1,15,36,40,9,,,1,1,,1,1,4,,,,,,,
R_3K87UqzHqdmIHZP,Default Response Set,Anonymous,,,0,8/23/2012 13:58,8/23/2012 14:02,1,1218,1,2,3,2,3,2,2,2,3,3,2,3,2,2,2,2,3,2,3,3,2,2,2,3,2,2,20,30,30,20,,,1,,1,,,,,,,,1,1,
R_3jHskN0NA8g67DD,Default Response Set,Anonymous,,,0,8/23/2012 14:07,8/23/2012 14:12,1,1218,1,3,4,2,3,2,3,3,3,3,3,4,3,2,2,2,2,2,3,3,2,3,2,4,3,3,35,20,25,20,,,1,,1,,,,,,,,1,1,
R_a3hZQolqZ0ersX3,Default Response Set,Anonymous,,,0,8/23/2012 14:17,8/23/2012 14:23,1,1218,1,3,4,2,4,4,2,3,4,4,3,2,2,3,2,2,3,2,4,4,3,4,2,4,3,4,15,20,30,35,,,1,,1,,,,1,1,,,,,
R_egsnPcDYJZn9yfj,Default Response Set,Anonymous,,,0,8/23/2012 14:23,8/23/2012 14:28,1,1218,1,4,4,3,3,3,1,4,3,3,2,3,1,3,2,3,3,2,4,4,4,4,3,4,4,4,20,35,25,20,,,1,,1,,,,,,,,1,1,
R_5szkoTk4qf11jp3,Default Response Set,Anonymous,,,0,8/23/2012 14:35,8/23/2012 14:40,1,1218,1,3,3,3,3,3,2,3,3,3,2,3,1,3,1,2,2,2,4,3,2,4,2,4,3,2,10,10,20,60,,,1,,1,,,,,,,,1,7,
R_6z2m1t07Qh2SdFj,Default Response Set,Anonymous,,,0,8/23/2012 14:43,8/23/2012 14:48,1,1218,1,3,3,2,3,2,2,2,2,3,2,3,2,2,2,2,3,3,2,2,3,3,2,3,3,2,20,20,30,30,,,1,,1,,,,,,,,1,7,
R_eESHM3fYLGYiQLz,Default Response Set,Anonymous,,,0,8/23/2012 14:47,8/23/2012 14:52,1,1218,1,3,3,1,2,2,2,2,3,2,2,2,1,3,1,2,2,2,3,3,2,3,1,4,3,2,10,20,30,40,,,1,,1,,1,5,,,,,,,
R_bypq9c6ZX5PVfw1,Default Response Set,Anonymous,,,0,8/23/2012 14:52,8/23/2012 14:59,1,1218,1,3,3,2,3,3,1,3,2,2,2,3,1,2,2,2,2,2,4,3,2,3,2,4,4,3,30,20,20,30,,,1,,1,,,,,,,,1,1,
R_aaDkzTGZeUQ25A9,Default Response Set,Anonymous,,,0,8/23/2012 15:15,8/23/2012 15:22,1,1218,1,4,4,3,3,3,2,4,4,4,2,3,2,3,3,2,3,1,4,4,3,4,3,4,4,2,15,20,30,35,,,1,,1,,,,,,,,1,1,
R_eP6PsDQOLjKTmxD,Default Response Set,Anonymous,,,0,8/23/2012 15:16,8/23/2012 15:23,1,1218,1,3,3,3,3,2,1,3,3,3,3,3,1,1,2,1,2,2,3,2,2,3,2,4,3,2,15,30,30,25,,,1,,1,,,,1,1,,,,,No the economy I do not see getting better no matter who gets elected. This world is in a mess. Financial mess.
R_20sWs2EDJOXa68t,Default Response Set,Anonymous,,,0,8/23/2012 15:28,8/23/2012 15:31,1,1218,1,3,4,2,3,3,2,3,4,3,2,1,2,3,3,1,2,2,2,3,2,4,2,4,3,2,15,25,30,30,,,1,,1,,1,2,,,,,,,
R_cucI6KvTfwRiWO1,Default Response Set,Anonymous,,,0,8/23/2012 15:28,8/23/2012 15:33,1,1218,1,3,4,3,4,3,2,4,4,4,3,3,3,3,2,3,3,2,4,4,3,4,2,3,4,3,60,25,10,5,,,1,,1,,,,,,,,1,1,
R_02Oh6Pd3g5lSZzn,Default Response Set,Anonymous,,,0,8/23/2012 15:31,8/23/2012 15:35,1,1218,1,3,4,2,3,3,2,3,2,3,1,4,1,2,1,2,2,1,4,3,3,4,2,4,4,3,40,10,15,35,,,1,,1,,,,1,1,,,,,
R_7ZMUkz0qQezIivH,Default Response Set,Anonymous,,,0,8/16/2012 15:49,8/16/2012 15:49,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9WTwduxa0zqIzn7,Default Response Set,Anonymous,,,0,8/16/2012 15:51,8/16/2012 15:51,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5gvmITa7INPXtfT,Default Response Set,Anonymous,,,0,8/16/2012 15:52,8/16/2012 15:52,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7V9HPQgSAQXlBEV,Default Response Set,Anonymous,,,0,8/16/2012 15:54,8/16/2012 15:55,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8iSPy9Wg9BhVpvT,Default Response Set,Anonymous,,,0,8/16/2012 15:58,8/16/2012 15:59,0,1217,1,3,3,4,3,4,3,3,3,4,3,4,2,2,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3dSDCUcRdxhsNa5,Default Response Set,Anonymous,,,0,8/23/2012 15:53,8/23/2012 16:01,1,1218,1,4,2,2,3,3,2,3,3,3,2,3,2,3,3,3,3,2,4,4,3,3,4,4,4,3,35,25,40,0,,,1,,1,,,,,,1,2,,,
R_0vcmFGrVKkjfyu1,Default Response Set,Anonymous,,,0,8/16/2012 16:00,8/16/2012 16:01,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1NVCG2ziPdHoMdf,Default Response Set,Anonymous,,,0,8/16/2012 16:03,8/16/2012 16:03,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5tkFnRgttEuW3FX,Default Response Set,Anonymous,,,0,8/16/2012 16:03,8/16/2012 16:03,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9vEFcZiXrAtLuqF,Default Response Set,Anonymous,,,0,8/16/2012 16:06,8/16/2012 16:06,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0rfOSsVcQcvKTxH,Default Response Set,Anonymous,,,0,8/16/2012 16:10,8/16/2012 16:10,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0ibCgV78NVsTjr7,Default Response Set,Anonymous,,,0,8/16/2012 16:15,8/16/2012 16:15,0,1217,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9ZS37yWiFgY7N65,Default Response Set,Anonymous,,,0,8/23/2012 16:17,8/23/2012 16:23,1,1218,1,4,4,3,3,3,1,4,3,4,2,3,2,3,2,2,3,2,4,4,3,4,2,4,4,3,15,15,35,35,1,,,,,,,,1,1,,,,,
R_cCRBOXTOmvwi2wJ,Default Response Set,Anonymous,,,0,8/16/2012 16:23,8/16/2012 16:24,0,1217,1,,2,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5jX18ekZM65YJ0x,Default Response Set,Anonymous,,,0,8/16/2012 16:24,8/16/2012 16:24,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6fyOTAVAbmtY4x7,Default Response Set,Anonymous,,,0,8/16/2012 16:24,8/16/2012 16:25,0,1217,1,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_e5VyTAm8xrdhPcF,Default Response Set,Anonymous,,,0,8/23/2012 16:31,8/23/2012 16:37,1,1218,1,4,4,3,3,3,2,4,4,4,3,3,3,4,3,3,3,2,4,4,3,4,3,4,4,2,50,30,15,5,,,1,,1,,,,,,1,1,,,
R_56Vh98eyZKcek7P,Default Response Set,Anonymous,,,0,8/16/2012 16:39,8/16/2012 16:40,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_efG5HjXeJh2o9md,Default Response Set,Anonymous,,,0,8/16/2012 16:46,8/16/2012 16:46,0,1217,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_exkPpiD00MF5mpT,Default Response Set,Anonymous,,,0,8/16/2012 16:52,8/16/2012 16:52,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cCrfpMBOziXo2LH,Default Response Set,Anonymous,,,0,8/16/2012 15:49,8/16/2012 17:06,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3VOcrDrXhsf8kEl,Default Response Set,Anonymous,,,0,8/16/2012 17:24,8/16/2012 17:24,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2odRCkgN1oZvMUt,Default Response Set,Anonymous,,,0,8/16/2012 17:46,8/16/2012 17:48,0,1217,1,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dmKSSrebMWsJAwt,Default Response Set,Anonymous,,,0,8/16/2012 17:48,8/16/2012 17:49,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bNu9FWVG2wGMadn,Default Response Set,Anonymous,,,0,8/23/2012 17:53,8/23/2012 18:01,1,1218,1,2,2,4,1,4,4,1,4,3,4,3,3,1,1,1,2,4,4,3,1,4,1,2,2,1,10,30,40,20,,,,,,1,,,,,,,1,4,
R_e3EGxYMr1P84hcp,Default Response Set,Anonymous,,,0,8/16/2012 18:06,8/16/2012 18:06,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5j13dLkQgK0tBcN,Default Response Set,Anonymous,,,0,8/16/2012 18:48,8/16/2012 18:48,0,1217,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_abM0yEUkM8rUjjL,Default Response Set,Anonymous,,,0,8/16/2012 18:50,8/16/2012 18:50,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7O5SudoJHSKC0fP,Default Response Set,Anonymous,,,0,8/23/2012 18:50,8/23/2012 19:01,1,1218,1,2,4,2,3,3,2,3,3,3,2,3,2,3,1,2,2,2,4,3,2,4,2,4,4,2,10,15,30,45,,,1,,1,,,,,,1,1,,,
R_0JqFwdpf7uuBcDH,Default Response Set,Anonymous,,,0,8/16/2012 19:07,8/16/2012 19:07,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_e51WK6hpfnfOCUt,Default Response Set,Anonymous,,,0,8/16/2012 19:03,8/16/2012 19:07,0,1217,1,2,1,2,2,1,2,,3,2,,2,2,,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dhWLyY7yEPPVpDD,Default Response Set,Anonymous,,,0,8/16/2012 19:08,8/16/2012 19:08,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5vuSEh8RgRDeITz,Default Response Set,Anonymous,,,0,8/16/2012 19:16,8/16/2012 19:16,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3qPvBEsMWGJzqzH,Default Response Set,Anonymous,,,0,8/23/2012 19:49,8/23/2012 19:56,1,1218,1,3,4,1,3,2,1,4,4,3,2,3,3,4,2,2,3,1,4,4,3,3,2,4,4,1,18,28,36,18,,1,,,,,,,,,,,1,5,
R_23HG4qoM8hD3pyJ,Default Response Set,Anonymous,,,0,8/23/2012 20:07,8/23/2012 20:18,1,1218,1,3,4,2,3,3,2,3,4,3,2,3,2,3,2,3,3,2,3,4,3,3,3,4,4,3,35,15,15,35,,,1,,1,,,,,,,,1,2,No comments. Thank you.
R_8BsMwc0dPO9EJ01,Default Response Set,Anonymous,,,0,8/23/2012 20:21,8/23/2012 20:27,1,1218,1,3,4,3,4,3,3,4,4,3,3,4,3,3,2,1,4,3,3,4,3,4,3,4,4,2,35,20,15,30,,,1,,1,,,,,,,,1,1,Thank you!
R_3xTxchZCzOjkCCF,Default Response Set,Anonymous,,,0,8/23/2012 20:26,8/23/2012 20:35,1,1218,1,4,4,3,3,3,2,4,4,3,3,3,3,4,3,3,3,2,4,4,3,4,3,4,4,4,40,25,20,15,,,1,,1,,1,2,,,,,,,"The only comment I have with the hypothetical presidents is that the salary increases/ decreases do not include inflation data.  I basically took myself making 100,000 dollars, if I was plus it was fairly good and if it was more than 2.5% it was really good.  If inflation is involved than a lot of those would have been fairly bad to bad.  I just wanted to clarify the reasoning behind my picks.  "
R_cZRhHnd3r8sNKo5,Default Response Set,Anonymous,,,0,8/16/2012 20:46,8/16/2012 20:49,0,1217,1,3,2,4,2,1,4,3,2,4,4,4,4,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3ZO13QzEJx0o8TP,Default Response Set,Anonymous,,,0,8/16/2012 21:14,8/16/2012 21:14,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3kq4Y3wiana9Kyp,Default Response Set,Anonymous,,,0,8/16/2012 21:24,8/16/2012 21:24,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9AizvrXB8jpcOkl,Default Response Set,Anonymous,,,0,8/23/2012 21:48,8/23/2012 21:53,1,1218,1,4,4,3,4,3,2,3,4,4,2,3,2,2,3,3,3,2,3,4,3,4,3,4,4,3,20,30,30,20,,,1,,1,,,,1,7,,,,,
R_8AMDESIbeX88sMl,Default Response Set,Anonymous,,,0,8/23/2012 21:49,8/23/2012 21:57,1,1218,1,2,4,3,4,2,3,3,1,3,3,3,1,4,1,2,3,3,4,3,4,3,2,4,3,2,15,25,50,10,,,1,,1,,,,1,5,,,,,"I really enjoyed this survey, excellent job!"
R_8pkEtnuFyoRXIZn,Default Response Set,Anonymous,,,0,8/23/2012 22:12,8/23/2012 22:16,1,1218,1,3,4,3,4,1,4,3,3,2,2,4,4,2,2,3,2,1,3,4,3,2,3,3,3,2,10,20,20,50,,,,,,1,,,,,1,4,,,
R_aY339tyTs6RKtkp,Default Response Set,Anonymous,,,0,8/23/2012 22:12,8/23/2012 22:20,1,1218,1,3,4,2,3,3,2,4,4,3,2,3,2,3,2,2,2,2,4,4,3,4,2,4,4,4,20,35,35,10,,,1,,1,,1,6,,,,,,,"A bit more lead in to get me thinking as an economist, and about 'expected' growth rates would have caused my to answer the earlier questions a bit more pessimistically"
R_0Go7rdKAZo5Fz4V,Default Response Set,Anonymous,,,0,8/23/2012 22:20,8/23/2012 22:25,1,1218,1,2,3,3,3,3,3,3,1,3,3,3,2,3,2,1,2,3,3,2,3,4,2,4,3,2,25,25,25,25,,,1,,1,,1,1,,,,,,,
R_3DEk4nUrS4o6dcp,Default Response Set,Anonymous,,,0,8/23/2012 23:03,8/23/2012 23:08,1,1218,1,4,4,2,3,3,2,4,1,4,3,4,2,3,2,3,4,1,3,3,3,3,2,4,4,3,15,15,30,40,,,1,,1,,,,,,1,4,,,Nice survey.
R_9RIBmbwmAznjaL3,Default Response Set,Anonymous,,,0,8/23/2012 23:05,8/23/2012 23:14,1,1218,1,2,4,2,4,3,2,3,4,3,1,2,3,1,2,1,1,3,3,4,2,3,2,3,4,3,50,20,20,10,,,1,,1,,,,1,4,,,,,
R_ac23U9qMfLDKfRj,Default Response Set,Anonymous,,,0,8/23/2012 23:34,8/23/2012 23:40,1,1218,1,4,4,2,2,2,2,3,3,3,2,2,2,3,2,3,3,2,4,3,2,3,3,3,4,3,10,10,30,50,,,1,,1,,,,,,,,1,2,
R_56ZZYvJsHG0RlfT,Default Response Set,Anonymous,,,0,8/24/2012 0:50,8/24/2012 0:54,1,1218,1,4,4,3,4,3,3,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,3,4,4,3,10,10,25,55,,,1,,1,,,,,,1,1,,,
R_6FihSyDcSAYYgst,Default Response Set,Anonymous,,,0,8/24/2012 0:56,8/24/2012 1:03,1,1218,1,3,4,2,3,3,1,3,3,2,2,2,2,2,2,1,2,1,4,3,2,4,2,4,4,2,60,25,10,5,,,1,,1,,1,5,,,,,,,good luck!
R_d6lxepQjP2hxD5H,Default Response Set,Anonymous,,,0,8/17/2012 1:23,8/17/2012 1:23,0,1217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a4rZ3LLR4jzBTNz,Default Response Set,Anonymous,,,0,8/24/2012 2:00,8/24/2012 2:05,1,1218,1,3,4,3,3,2,2,3,4,3,2,3,2,3,2,3,3,2,4,3,3,3,2,4,3,2,20,30,35,15,,,1,,1,,1,1,,,,,,,I won't vote in November
R_511TcgbaGYjgrg9,Default Response Set,Anonymous,,,0,8/24/2012 2:34,8/24/2012 2:37,1,1218,1,2,2,2,3,2,1,3,1,3,1,2,1,2,2,1,2,2,2,3,1,3,2,2,4,3,40,20,20,20,,,1,,1,,1,7,,,,,,,
R_002965HxUdfBrox,Default Response Set,Anonymous,,,0,8/17/2012 3:20,8/17/2012 3:22,0,1217,1,,,,2,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
