ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,Status,StartDate,EndDate,Finished,study_number,Critical instructions! Evaluate the economy under 17 hypothetical presidents who are serving in thei...,epc_1949,epc_1953,epc_1957,epc_1961,epc_1965,epc_1969,epc_1973,epc_1977,epc_1981,epc_1985,epc_1989,epc_1993,epc_1997,epc_2001,epc_2005,epc_2009,epc_2013,econ_weight_future-Year 1,econ_weight_future-Year 2,econ_weight_future-Year 3,econ_weight_future-Year 4,attention_2-pink,attention_2-red,attention_2-green,attention_2-white,attention_2-yellow,attention_2-blue,"As you may have heard, Mitt Romney recently chose Paul Ryan as his running mate for the 2012 preside...",Do you think Romney chose the correct running mate?,How likely are you to vote / for the Romney/Ryan ticket in November?,"As you may have heard, Mitt Romney recently chose Paul Ryan (shown below) as his running mate for th...",Do you think Romney chose the correct running mate?,How likely are you to vote / for the Romney/Ryan ticket in November?,"As you may have heard, Chris Christie was recently chosen as / the keynote speaker for the Republican...",Do you think Romney chose the correct running mate?,How likely would you have / been to vote for a Romney/Christie ticket in November?,"As you may have heard, Chris Christie (shown below) was recently chosen as the keynote speaker for t...",Do you think Romney chose the correct running mate?,How likely would you have / been to vote for a Romney/Christie ticket in November?,Thanks again! Any comments? (optional)
R_0e9bMX0uqp4vYqx,Default Response Set,Anonymous,,,0,8/16/2012 22:48,8/16/2012 22:54,1,1217,1,3,1,3,2,2,4,2,4,1,2,4,3,2,3,3,3,1,10,20,30,40,,1,,,,,,,,1,2,1,,,,,,,
R_9LUvD1ZAb7bVSGV,Default Response Set,Anonymous,,,0,8/16/2012 22:53,8/16/2012 22:57,1,1217,1,1,1,4,3,3,4,3,4,2,2,4,3,3,4,3,3,1,25,25,25,25,,,1,,1,,,,,1,3,4,,,,,,,
R_cYIOM57104PjVHv,Default Response Set,Anonymous,,,0,8/16/2012 22:58,8/16/2012 23:02,1,1217,1,1,1,2,3,2,3,2,3,3,1,4,3,1,3,2,2,2,20,15,30,35,,,1,,1,,,,,,,,1,3,2,,,,
R_eM4W0kAwdLioynH,Default Response Set,Anonymous,,,0,8/16/2012 23:02,8/16/2012 23:07,1,1217,1,1,2,2,2,2,3,2,4,1,1,4,3,2,3,3,3,1,20,10,30,40,,,1,,1,,,,,1,3,7,,,,,,,
R_agu8KdQF7wVCblz,Default Response Set,Anonymous,,,0,8/16/2012 23:01,8/16/2012 23:09,1,1217,1,3,1,3,3,2,3,3,3,3,2,4,3,2,3,3,3,2,10,5,10,75,,,1,,1,,,,,,,,,,,1,3,1,"Sorry my answers didn't vary much, I'm not really sure what constitutes a good financial term and a bad one other than negative numbers are probably very bad."
R_5ikpI4x790SWOgd,Default Response Set,Anonymous,,,0,8/16/2012 23:06,8/16/2012 23:13,1,1217,1,4,2,3,3,3,4,4,4,3,3,4,3,3,3,4,3,3,30,10,40,20,,,1,,,,,,,1,3,4,,,,,,,
R_428J1XHkA1mEb3v,Default Response Set,Anonymous,,,0,8/16/2012 23:33,8/16/2012 23:37,1,1217,1,3,1,2,4,3,4,4,4,3,3,4,3,3,2,4,3,2,15,25,25,35,,,1,,1,,,,,,,,,,,1,3,2,None
R_8G1cNvvsE0NqciV,Default Response Set,Anonymous,,,0,8/16/2012 23:34,8/16/2012 23:37,1,1217,1,4,2,3,4,3,4,3,4,3,3,4,3,3,3,4,3,2,10,20,30,40,,,1,,1,,,,,1,3,2,,,,,,,
R_9WENzw9HnlH3VwF,Default Response Set,Anonymous,,,0,8/17/2012 0:08,8/17/2012 0:14,1,1217,1,4,1,3,4,1,4,4,4,4,2,4,4,2,3,4,3,2,10,30,45,15,,,1,,1,,1,3,1,,,,,,,,,,
R_bOfxpfs7c2akNkF,Default Response Set,Anonymous,,,0,8/17/2012 0:30,8/17/2012 0:35,1,1217,1,3,1,2,2,2,3,3,3,2,2,3,2,2,2,3,2,2,25,25,25,25,,,1,,1,,,,,,,,1,3,1,,,,
R_1C83gi6SO03ed6t,Default Response Set,Anonymous,,,0,8/17/2012 1:00,8/17/2012 1:03,1,1217,1,1,3,3,2,2,3,2,3,2,2,3,3,2,3,2,2,2,25,25,25,25,,,1,,1,,,,,,,,1,3,5,,,,
R_9zeMIZZHPLu2smh,Default Response Set,Anonymous,,,0,8/17/2012 1:05,8/17/2012 1:11,1,1217,1,3,1,2,2,1,3,4,3,3,2,3,3,1,2,4,3,1,10,25,25,40,,,1,,1,,,,,,,,1,2,3,,,,none.
R_6sQTGrn98m1sYWp,Default Response Set,Anonymous,,,0,8/17/2012 1:15,8/17/2012 1:18,1,1217,1,4,1,3,3,2,4,4,3,4,3,4,3,2,2,4,3,3,22,24,26,28,,,1,,1,,,,,,,,,,,1,1,1,
R_1S5ghrusa1dBa3r,Default Response Set,Anonymous,,,0,8/17/2012 1:35,8/17/2012 1:39,1,1217,1,4,1,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,15,25,40,20,,,1,,1,,1,1,1,,,,,,,,,,"If possible, please send me the purpose/results of this study to claytonb@carleton.edu"
R_dd4zusYcFpby50N,Default Response Set,Anonymous,,,0,8/17/2012 1:42,8/17/2012 1:46,1,1217,1,4,1,3,3,2,3,4,4,1,3,4,3,2,3,4,3,2,20,30,10,40,,,1,,1,,1,3,1,,,,,,,,,,
R_bfnPUoeh3XjB941,Default Response Set,Anonymous,,,0,8/17/2012 1:58,8/17/2012 2:00,1,1217,1,1,2,2,3,2,4,2,3,2,2,3,3,2,2,3,2,2,20,30,30,20,,,1,,1,,,,,,,,,,,1,3,1,None
R_8CdNZKrtXlteECN,Default Response Set,Anonymous,,,0,8/17/2012 2:21,8/17/2012 2:28,1,1217,1,4,1,3,4,2,4,4,4,3,2,3,3,2,3,4,3,3,10,20,35,35,,,1,,1,,,,,1,3,3,,,,,,,
R_eDvRifQuioZAu1v,Default Response Set,Anonymous,,,0,8/17/2012 3:26,8/17/2012 3:31,1,1217,1,3,1,3,3,2,4,4,4,3,2,3,4,3,3,4,3,2,15,30,30,25,,,1,,1,,,,,,,,,,,1,2,1,
R_6tHzoNZeaXiamnH,Default Response Set,Anonymous,,,0,8/17/2012 3:24,8/17/2012 3:39,1,1217,1,2,2,2,3,1,3,3,3,2,1,4,2,2,2,3,2,2,25,25,25,25,,,1,,1,,,,,,,,1,2,1,,,,
R_cMHZOLaLU5gtY0t,Default Response Set,Anonymous,,,0,8/17/2012 3:48,8/17/2012 3:54,1,1217,1,2,1,3,3,2,4,4,4,2,2,4,4,2,4,3,3,2,10,20,30,40,,,1,,1,,,,,1,3,5,,,,,,,NONE
R_ahroZWMGpGpJj6t,Default Response Set,Anonymous,,,0,8/17/2012 3:53,8/17/2012 4:01,1,1217,1,4,1,4,4,2,4,4,4,3,3,4,4,2,3,4,3,2,30,20,20,30,,,1,,1,,1,3,1,,,,,,,,,,
R_55Ut0hE3YbqN0Al,Default Response Set,Anonymous,,,0,8/17/2012 4:01,8/17/2012 4:06,1,1217,1,3,2,4,3,2,4,4,4,2,2,4,4,3,3,4,4,1,30,20,20,30,,,1,,1,,1,3,1,,,,,,,,,,
R_85GyxJwMT3GEng9,Default Response Set,Anonymous,,,0,8/17/2012 4:06,8/17/2012 4:08,1,1217,1,2,1,4,3,1,3,4,3,3,2,3,2,2,2,4,2,2,25,25,25,25,,,1,,1,,1,3,1,,,,,,,,,,
R_0pwvEpkWzPv94ot,Default Response Set,Anonymous,,,0,8/17/2012 4:28,8/17/2012 4:31,1,1217,1,1,3,3,2,2,1,1,3,2,2,4,2,3,3,3,2,2,20,20,30,30,,,1,,,,,,,,,,,,,1,3,3,
R_0ARtB5Nd4yPXOvz,Default Response Set,Anonymous,,,0,8/17/2012 4:45,8/17/2012 4:48,1,1217,1,4,2,3,3,2,4,4,3,3,2,4,3,2,3,4,3,1,10,20,30,40,,,1,,1,,,,,1,3,1,,,,,,,None
R_6flTLjDmp28jTtX,Default Response Set,Anonymous,,,0,8/17/2012 5:23,8/17/2012 5:32,1,1217,1,1,2,3,4,3,4,4,4,1,1,4,4,3,3,4,4,2,15,25,25,35,,,1,,1,,1,2,5,,,,,,,,,, I think Romney would have attracted more of  a cross section of voters with Ayotte as his choice. Ryan could be a big mistake.
R_dhFbtjclBelsFsF,Default Response Set,Anonymous,,,0,8/17/2012 5:30,8/17/2012 5:33,1,1217,1,2,4,2,3,3,4,4,4,2,2,4,3,2,3,4,2,3,10,10,30,50,,,1,,1,,1,3,1,,,,,,,,,,
R_eepJxljB1vpidkp,Default Response Set,Anonymous,,,0,8/17/2012 5:41,8/17/2012 5:45,1,1217,1,1,2,3,3,2,4,3,4,3,1,4,3,2,3,3,3,1,5,10,20,65,,,1,,1,,,,,,,,,,,1,2,1,
R_6gmh0bL2Sl6qNo1,Default Response Set,Anonymous,,,0,8/17/2012 6:07,8/17/2012 6:11,1,1217,1,3,1,3,4,3,4,4,4,3,3,4,4,3,3,4,3,3,50,30,15,5,,,1,,1,,,,,,,,,,,1,3,2,
R_3JHPbhiuSchV22V,Default Response Set,Anonymous,,,0,8/17/2012 6:01,8/17/2012 6:12,1,1217,1,4,1,2,3,1,3,2,3,2,2,2,3,2,3,4,3,2,50,10,10,30,,,1,,1,,,,,,,,,,,1,2,5,
R_a3nPSw0SFY5T7mZ,Default Response Set,Anonymous,,,0,8/17/2012 6:24,8/17/2012 6:27,1,1217,1,4,2,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,25,25,25,25,,,1,,1,,1,3,1,,,,,,,,,,
R_0culvhI1OoPQnNX,Default Response Set,Anonymous,,,0,8/17/2012 6:30,8/17/2012 6:34,1,1217,1,1,1,2,4,2,4,2,4,2,1,4,3,3,3,3,3,1,25,25,25,25,,,1,,1,,,,,1,3,2,,,,,,,
R_3sZpuZYl1lAhe85,Default Response Set,Anonymous,,,0,8/17/2012 6:31,8/17/2012 6:41,1,1217,1,4,2,3,3,2,4,4,4,3,3,3,4,2,3,4,3,2,5,10,35,50,,,1,,1,,,,,,,,1,3,1,,,,I wouldn't vote for Romney or Obama under any circumstance.  I'm writing in Sarah Palin.
R_6lkk5G8gbQNWTjf,Default Response Set,Anonymous,,,0,8/17/2012 6:43,8/17/2012 6:45,1,1217,1,1,4,2,3,2,4,2,4,3,1,3,4,3,3,3,3,1,20,50,10,20,,,1,,1,,1,2,1,,,,,,,,,,
R_3y18hCVTOVMEMzH,Default Response Set,Anonymous,,,0,8/17/2012 6:46,8/17/2012 6:49,1,1217,1,4,1,4,4,3,4,4,4,4,3,4,4,3,3,4,4,3,15,20,30,35,,,1,,1,,,,,,,,,,,1,3,1,"No comments, thanks for the hit!"
R_8kOUjmVpfBMzW2p,Default Response Set,Anonymous,,,0,8/17/2012 6:46,8/17/2012 6:49,1,1217,1,2,2,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,30,20,10,40,,,1,,1,,,,,,,,,,,1,3,1,
R_73TEvO9LnCYfvUN,Default Response Set,Anonymous,,,0,8/17/2012 6:46,8/17/2012 6:54,1,1217,1,4,1,4,3,2,4,3,3,3,3,4,3,2,2,3,2,2,10,15,35,40,,,1,,1,,,,,,,,1,2,1,,,,
R_2oirdrXdp5dgFVz,Default Response Set,Anonymous,,,0,8/17/2012 6:57,8/17/2012 7:00,1,1217,1,4,2,2,3,3,4,3,4,3,2,3,3,3,3,3,3,2,40,20,10,30,,,1,,1,,1,3,7,,,,,,,,,,This was fun and interesting.
R_baubDebZtWiLuqp,Default Response Set,Anonymous,,,0,8/17/2012 7:05,8/17/2012 7:10,1,1217,1,2,2,3,3,2,4,3,4,3,2,4,3,3,4,4,3,3,15,20,30,35,,,1,,1,,1,3,1,,,,,,,,,,
R_6mMD6xnsEDX4koR,Default Response Set,Anonymous,,,0,8/17/2012 7:18,8/17/2012 7:22,1,1217,1,3,1,3,3,2,3,3,3,2,2,3,3,2,3,3,3,2,10,20,40,30,,,1,,1,,1,1,1,,,,,,,,,,Good luck with your research!
R_3yogslXXj4hle2F,Default Response Set,Anonymous,,,0,8/17/2012 7:27,8/17/2012 7:30,1,1217,1,4,1,3,4,3,4,3,3,3,2,4,3,3,3,4,3,2,25,25,25,25,,,1,,1,,,,,,,,,,,1,3,4,
R_8qbwuKDwQT0p4rj,Default Response Set,Anonymous,,,0,8/17/2012 7:34,8/17/2012 7:37,1,1217,1,4,1,3,3,2,3,4,3,3,2,4,3,3,3,4,3,2,10,20,30,40,,,1,,1,,,,,,,,1,3,1,,,,
R_6idgX9XVO1V0byJ,Default Response Set,Anonymous,,,0,8/17/2012 7:40,8/17/2012 7:43,1,1217,1,4,1,3,4,3,4,4,4,3,3,4,3,3,3,4,3,2,30,15,20,35,,,1,,1,,,,,,,,1,2,1,,,,
R_2rC8Ti8WXdrYTxX,Default Response Set,Anonymous,,,0,8/17/2012 8:02,8/17/2012 8:09,1,1217,1,2,1,4,1,3,2,1,3,2,3,2,2,4,3,3,3,2,30,30,20,20,,1,,,,,,,,1,2,1,,,,,,,
R_aVPzeMDfcZ1rKxT,Default Response Set,Anonymous,,,0,8/17/2012 8:02,8/17/2012 8:12,1,1217,1,4,2,4,1,1,2,3,2,2,2,1,2,2,2,3,2,3,20,25,35,20,,1,1,,,1,1,3,1,,,,,,,,,,
R_bd8GR2cLuePRIax,Default Response Set,Anonymous,,,0,8/17/2012 8:56,8/17/2012 9:00,1,1217,1,2,2,3,4,2,4,4,4,3,3,4,3,2,3,4,3,3,20,20,30,30,,,1,,1,,,,,,,,1,2,7,,,,
R_0VwpByBajD32mnr,Default Response Set,Anonymous,,,0,8/17/2012 9:20,8/17/2012 9:23,1,1217,1,3,2,3,3,2,3,3,3,3,2,4,3,2,3,3,3,2,10,15,25,50,,,1,,1,,,,,,,,1,2,1,,,,
R_4YsorUUeJxmAbyZ,Default Response Set,Anonymous,,,0,8/17/2012 9:33,8/17/2012 9:37,1,1217,1,2,1,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,15,15,30,40,,,1,,1,,,,,,,,1,2,2,,,,
R_0USpNjPVdCYXJyJ,Default Response Set,Anonymous,,,0,8/17/2012 10:08,8/17/2012 10:11,1,1217,1,1,2,2,3,2,4,3,3,2,1,4,3,3,3,3,3,1,25,15,30,30,,,1,,1,,,,,,,,1,3,4,,,,
R_3K08l9B8fHBiaYR,Default Response Set,Anonymous,,,0,8/17/2012 10:23,8/17/2012 10:29,1,1217,1,1,2,3,3,3,4,4,4,3,2,4,3,3,3,4,3,1,30,20,20,30,,,1,,1,,,,,,,,,,,1,1,5,
R_eqRT1Dz8V4wHNo9,Default Response Set,Anonymous,,,0,8/17/2012 10:35,8/17/2012 10:38,1,1217,1,4,1,3,3,2,4,4,3,3,2,3,3,2,2,3,2,2,10,10,25,55,,,1,,1,,1,1,7,,,,,,,,,,
R_26raXIm2o8rVRlP,Default Response Set,Anonymous,,,0,8/17/2012 10:43,8/17/2012 10:45,1,1217,1,4,1,3,3,2,4,4,4,3,3,4,3,2,3,4,3,2,30,30,20,20,,,1,,1,,,,,,,,1,3,3,,,,That was interesting ... thank you.
R_2mhww4nctCaBXFP,Default Response Set,Anonymous,,,0,8/17/2012 10:51,8/17/2012 10:54,1,1217,1,2,2,3,3,2,3,3,3,3,2,3,3,2,3,3,3,2,10,25,30,35,,,1,,1,,,,,,,,1,3,1,,,,
